Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Property_Area,Employment_Type,Age,Monthly_Expenses,Savings_Amount,Existing_Loans,Loan_Purpose,Loan_Status
LN2452,Female,Yes,3,Graduate,No,311830,182684,95800,240,1,Urban,Business,54,52335,105739,0,Vehicle,Approved
LN2453,Female,No,2,Not Graduate,Yes,296501,29725,27300,300,1,Urban,Government,36,35859,918117,2,Vehicle,Approved
LN2454,Male,Yes,0,Graduate,Yes,265140,136998,110400,120,0,Urban,Private,23,43122,98639,1,Vehicle,Rejected
LN2455,Male,Yes,0,Graduate,Yes,319861,104555,53000,120,1,Urban,Government,39,21577,503054,0,Personal,Rejected
LN2456,Female,No,1,Not Graduate,Yes,240507,9496,82600,240,1,Semiurban,Private,24,62256,489257,2,Education,Approved
LN2457,Female,Yes,3,Graduate,Yes,325160,56447,94900,180,1,Rural,Business,28,48350,837424,2,Personal,Rejected
LN2458,Male,No,1,Graduate,Yes,283321,101604,108900,300,1,Urban,Private,39,71372,646682,2,Personal,Approved
LN2459,Male,Yes,2,Graduate,No,137384,160878,73800,180,1,Urban,Private,59,61932,379801,1,Home,Rejected
LN2460,Female,Yes,0,Not Graduate,No,181929,88199,51900,120,1,Semiurban,Business,58,53798,863592,1,Personal,Approved
LN2461,Male,Yes,0,Graduate,No,490103,41321,69300,180,1,Semiurban,Government,54,51898,881588,1,Vehicle,Rejected
LN2462,Female,No,0,Not Graduate,Yes,176153,196167,58400,120,1,Rural,Business,52,35881,232447,2,Vehicle,Rejected
LN2463,Male,Yes,2,Not Graduate,No,335128,153728,51100,180,1,Semiurban,Private,32,30785,398586,1,Home,Approved
LN2464,Female,Yes,2,Graduate,Yes,175388,55147,103500,240,1,Rural,Business,25,26691,724932,0,Home,Rejected
LN2465,Male,Yes,1,Graduate,Yes,131401,91396,43100,360,1,Urban,Private,39,73144,430069,1,Home,Rejected
LN2466,Female,Yes,1,Graduate,No,302903,180738,75400,240,1,Urban,Business,25,37297,54136,1,Home,Rejected
LN2467,Male,No,1,Not Graduate,Yes,219503,38787,14000,240,1,Rural,Business,55,26358,111868,2,Home,Approved
LN2468,Male,No,3,Graduate,Yes,332601,194018,105800,360,1,Semiurban,Government,50,71333,394407,1,Personal,Rejected
LN2469,Female,Yes,0,Graduate,No,227834,21727,20400,360,1,Rural,Private,45,39581,868599,0,Home,Rejected
LN2470,Male,No,0,Graduate,No,134084,95081,30100,300,1,Semiurban,Government,43,75192,160957,2,Personal,Approved
LN2471,Female,Yes,1,Graduate,No,351459,122721,54900,300,1,Urban,Private,23,21462,589767,0,Education,Rejected
LN2472,Male,Yes,0,Graduate,Yes,210641,68056,100900,240,1,Semiurban,Business,27,35511,169392,2,Home,Approved
LN2473,Female,Yes,1,Not Graduate,No,205111,134153,30900,240,1,Rural,Private,46,30570,736736,2,Home,Approved
LN2474,Male,No,3,Not Graduate,No,238299,165268,66200,120,0,Rural,Government,42,68665,710183,1,Personal,Approved
LN2475,Female,No,3,Graduate,Yes,262982,167807,81200,120,1,Urban,Government,37,64414,830516,0,Education,Approved
LN2476,Male,No,2,Graduate,No,398185,80102,87000,300,1,Semiurban,Government,52,35474,251528,2,Personal,Approved
LN2477,Female,No,3,Graduate,No,451064,156570,55300,300,1,Semiurban,Private,35,27037,856017,1,Personal,Approved
LN2478,Male,No,1,Graduate,No,427825,76865,76600,120,1,Semiurban,Government,49,48129,284847,2,Home,Rejected
LN2479,Female,No,3,Not Graduate,Yes,334386,162728,72800,120,1,Urban,Government,53,62267,984776,2,Vehicle,Approved
LN2480,Female,No,2,Graduate,Yes,443715,67695,48600,180,1,Semiurban,Government,49,74146,863051,2,Vehicle,Approved
LN2481,Female,No,0,Not Graduate,Yes,296553,168972,39500,180,1,Rural,Business,30,33386,911501,2,Personal,Approved
LN2482,Male,No,1,Not Graduate,Yes,360337,117235,35700,120,0,Semiurban,Business,43,78533,352039,2,Home,Approved
LN2483,Female,Yes,0,Graduate,No,227556,178773,36700,180,1,Urban,Private,53,74460,315864,2,Education,Rejected
LN2484,Male,No,2,Not Graduate,Yes,295246,108777,51800,360,1,Semiurban,Private,26,26221,331411,1,Vehicle,Approved
LN2485,Female,No,2,Not Graduate,Yes,126160,19033,33400,300,1,Semiurban,Government,44,43474,196768,2,Education,Rejected
LN2486,Male,No,2,Not Graduate,No,346242,141877,108500,300,1,Rural,Business,26,60537,735328,0,Vehicle,Approved
LN2487,Female,No,0,Not Graduate,No,117633,166923,67300,120,1,Semiurban,Government,53,69839,365508,1,Home,Approved
LN2488,Male,No,0,Graduate,No,379158,26832,14800,240,1,Rural,Government,31,67124,466561,0,Personal,Approved
LN2489,Male,No,0,Graduate,Yes,442676,194509,32200,120,1,Rural,Business,36,41045,101567,2,Education,Approved
LN2490,Female,No,0,Not Graduate,Yes,149104,115725,102000,180,1,Urban,Business,28,45783,141229,0,Education,Approved
LN2491,Male,No,2,Graduate,Yes,439375,145016,37600,240,1,Rural,Business,50,71046,462601,2,Personal,Approved
LN2492,Male,No,2,Graduate,No,168388,19873,51900,180,1,Rural,Private,24,60157,526874,2,Education,Approved
LN2493,Female,No,1,Graduate,No,116014,40372,71000,360,1,Urban,Private,40,24922,249316,1,Vehicle,Rejected
LN2494,Male,No,1,Graduate,Yes,192578,89464,47400,180,1,Rural,Government,31,66407,770785,1,Personal,Approved
LN2495,Male,Yes,0,Graduate,No,264827,146451,17200,360,1,Urban,Private,49,42706,914950,2,Vehicle,Approved
LN2496,Male,Yes,3,Not Graduate,No,140390,117322,115300,360,1,Semiurban,Business,50,62771,657132,1,Vehicle,Approved
LN2497,Female,No,3,Graduate,No,385855,167823,29400,180,1,Urban,Business,36,72335,213991,0,Home,Approved
LN2498,Male,No,2,Graduate,Yes,191658,100082,94600,180,1,Rural,Private,56,52479,664985,1,Vehicle,Rejected
LN2499,Female,Yes,2,Graduate,No,157993,5110,116400,360,1,Urban,Government,27,72949,631484,1,Home,Approved
